Id,SalePrice
1461,124483.49278827426
1462,136074.96251340123
1463,187271.88921559424
1464,199929.04699368795
1465,201748.16112859
1466,171149.71200897446
1467,178489.75976912826
1468,160285.00569568752
1469,200367.91718466434
1470,116480.13816536374
1471,165868.11807949207
1472,99215.3374728374
1473,95973.60695388631
1474,144203.81367312622
1475,114367.74836051535
1476,374474.1263779594
1477,250612.29527465304
1478,297755.50974694977
1479,302861.9869945501
1480,485737.63016453275
1481,323079.15063513874
1482,206968.33037701453
1483,178944.17934916832
1484,165602.9937352479
1485,174344.67432184488
1486,183738.6271310842
1487,355783.47379157797
1488,224091.63510942273
1489,195010.71994158468
1490,247846.15224352156
1491,191744.93143346297
1492,98376.45724500103
1493,193018.56097827276
1494,310178.55309327715
1495,297687.35897364473
1496,227630.0014893222
1497,183481.76987807342
1498,196194.5649672901
1499,163386.29218228074
1500,157744.62609557933
1501,165285.77074391642
1502,130251.70207874206
1503,346686.562509831
1504,240168.48443770764
1505,225029.3621795737
1506,185537.9076135325
1507,261322.18172383736
1508,212474.51297490185
1509,156450.4674475945
1510,143603.12801054976
1511,168735.31385120205
1512,164056.15056264037
1513,148758.15983845756
1514,182269.86865512165
1515,177458.89804083447
1516,148832.3864929608
1517,172520.92644091166
1518,123858.2335896787
1519,198019.57803999478
1520,125981.79942129612
1521,134873.1387566744
1522,170000.01993594557
1523,111735.79381937024
1524,124851.6470472082
1525,119938.88335928408
1526,112382.87252731674
1527,101786.517621467
1528,131194.82164924394
1529,167406.18796913142
1530,193689.21396722796
1531,109637.56535614266
1532,92083.00553393245
1533,151250.18743918717
1534,136693.10169644898
1535,148388.0314683037
1536,112399.71853447123
1537,67406.42331751509
1538,144014.12365529395
1539,170655.31006777682
1540,69697.67740202429
1541,145209.0488372152
1542,181331.0026551085
1543,179474.16617916283
1544,84489.57896114969
1545,107507.81723048496
1546,133141.54955309565
1547,136865.76260254267
1548,138782.07410581037
1549,109286.01125872697
1550,127571.49362852138
1551,104849.2422173722
1552,153434.43541344567
1553,134592.82114709195
1554,110095.35409016775
1555,165331.1040238867
1556,84601.52470803754
1557,114973.43462442793
1558,98355.99030901717
1559,58553.77122851818
1560,123567.40525590579
1561,121370.25379997882
1562,138354.40529431184
1563,121730.49661151021
1564,149302.05420920273
1565,148209.65894245706
1566,235953.15697957537
1567,81498.8398234791
1568,231059.42743500226
1569,147745.3024267769
1570,133827.79844276048
1571,111701.17610238267
1572,139156.24861235093
1573,247110.11892851634
1574,126857.09167013525
1575,222549.28148033205
1576,216608.5905027616
1577,184765.26796041784
1578,134944.42310984447
1579,138167.60424427004
1580,197777.98859239442
1581,164096.92049256986
1582,130527.90509038483
1583,291783.31313956826
1584,220158.25571388126
1585,134050.41870547508
1586,84571.21970716538
1587,130144.92496462331
1588,148923.0384428967
1589,98352.20429443965
1590,128184.52700556244
1591,89786.22172811144
1592,118277.95858377621
1593,130697.73382997849
1594,131954.8975351924
1595,99501.82065772968
1596,228874.87261620784
1597,190010.000310505
1598,214203.19991989888
1599,178984.30050480927
1600,170425.87628085536
1601,69115.3608258348
1602,123340.37434153873
1603,76123.24762499516
1604,260323.3126846205
1605,239707.81001774146
1606,149551.46722183362
1607,165086.40235696608
1608,222187.589508665
1609,185002.15473583955
1610,146874.80772569426
1611,137822.80966025297
1612,180163.1792026845
1613,171821.02139780426
1614,121726.34260315652
1615,83318.5447011895
1616,72350.80013173424
1617,88479.12298894666
1618,145015.32490539772
1619,148156.52386933748
1620,163745.43419247714
1621,134893.244258737
1622,146872.2208052842
1623,245914.24225887202
1624,203868.37180871752
1625,116246.57576149075
1626,162561.53128435666
1627,196166.01891955582
1628,273849.59785234823
1629,170764.1509563574
1630,339508.6479747909
1631,246922.31589035413
1632,245949.8173473477
1633,160494.52349426132
1634,188005.17386452298
1635,174105.50676405348
1636,161818.55802433987
1637,218243.8457119576
1638,186267.6620923924
1639,180298.66468975134
1640,238938.0164225106
1641,173304.13449695212
1642,248728.48101707236
1643,226002.78039205828
1644,233393.10442946834
1645,214960.4763969511
1646,158712.37064039367
1647,158305.2356556545
1648,131531.26486121223
1649,138261.86632419427
1650,112292.7128956049
1651,117419.84267647615
1652,97063.62210059779
1653,101287.26171685981
1654,145251.0789172434
1655,136152.8936095554
1656,146715.22514217193
1657,151523.6898045646
1658,147104.86421987638
1659,123746.17834803462
1660,158163.75866233223
1661,475879.1446949598
1662,414807.8273718224
1663,381270.0472029204
1664,459271.6295188344
1665,318732.16198664135
1666,297668.82761496137
1667,413972.8494345368
1668,342759.3366462514
1669,300574.08243073086
1670,336580.8236723454
1671,256852.3402258878
1672,404309.5432026198
1673,289120.16331666376
1674,239276.47252262122
1675,196522.12407951755
1676,193952.2103079806
1677,219034.08096902334
1678,467638.0502345846
1679,378401.17772246175
1680,317084.93456838204
1681,246923.2866733943
1682,322348.2055402691
1683,185768.6054452806
1684,168197.27663522615
1685,168347.2815864722
1686,171234.7317516538
1687,155285.3176030882
1688,181291.4837948429
1689,187314.59779190712
1690,192328.82484340717
1691,181306.87812139836
1692,254941.106446916
1693,155678.2921952129
1694,184220.34834992047
1695,159317.48746983823
1696,278040.1171263955
1697,161448.93319551324
1698,356358.2678386278
1699,313078.81799024803
1700,264330.63629365974
1701,278511.92170803016
1702,238998.02353914912
1703,233891.59015740347
1704,268392.29510585516
1705,233736.16668632967
1706,209660.20485264173
1707,212722.51442739146
1708,202533.16005712582
1709,264328.8487358362
1710,221842.0685053271
1711,274695.31137324014
1712,243509.18791583352
1713,275409.09274908155
1714,230644.97421988976
1715,204169.08588626512
1716,185780.6002215332
1717,172562.11369737907
1718,137384.3736804068
1719,199223.113711024
1720,248148.69901934065
1721,155202.7565943652
1722,120956.58845766906
1723,153168.35878959624
1724,197639.0231128137
1725,235600.86714976313
1726,179380.12712222704
1727,147908.01658631754
1728,159267.28121969395
1729,163043.7141178829
1730,148458.048045518
1731,118383.64449868829
1732,133914.49844722895
1733,110202.18906972071
1734,151487.49840926964
1735,114498.55935955374
1736,108872.81792929616
1737,280083.2239289686
1738,258755.90568817878
1739,249497.44499264722
1740,216808.08711476583
1741,198976.74700274784
1742,163950.70337022518
1743,168402.97400799103
1744,361510.4232602807
1745,224555.9707282323
1746,160003.96083182134
1747,213865.25566077587
1748,223278.49127095335
1749,142362.57205947727
1750,126928.82137641896
1751,250996.10532281126
1752,113438.6443885021
1753,149687.33245744332
1754,197931.4559533517
1755,169779.56542599804
1756,131627.10512354958
1757,120775.70366345842
1758,139854.49730995338
1759,153378.94780483327
1760,166240.49140347607
1761,148087.56756630412
1762,175450.18127000958
1763,172964.94824652004
1764,115347.72612950484
1765,131446.01834423843
1766,201111.0159752568
1767,224356.5309916359
1768,138533.19348037592
1769,165222.36386326773
1770,150476.11997371615
1771,126159.23030486383
1772,132653.9884673984
1773,124095.11469857169
1774,133544.92580854218
1775,136907.4204836103
1776,123900.94630942355
1777,113849.67198441639
1778,139677.78173286916
1779,133952.910133848
1780,159794.97025795307
1781,120665.58642398541
1782,91739.42888435144
1783,137873.0023924742
1784,103576.1556654076
1785,120237.831586854
1786,163879.13121418632
1787,145477.2814432085
1788,63990.147312190915
1789,97461.2816995241
1790,83752.69852922118
1791,179098.5020925594
1792,159179.83593199684
1793,125227.99976779682
1794,151271.07308503837
1795,132127.5666177295
1796,141554.4064827591
1797,116681.1219985883
1798,123330.09392918531
1799,106063.89306776944
1800,129220.34077549256
1801,126690.885791265
1802,136257.83261480727
1803,142818.58379591833
1804,127978.22468100698
1805,130983.51283025443
1806,127913.49593293031
1807,124297.09776266888
1808,120232.34597123446
1809,113568.99193741118
1810,135264.34321920556
1811,95869.18044174592
1812,96225.74721551122
1813,139410.0632851991
1814,127142.14295354186
1815,62621.74410730757
1816,110632.8294814433
1817,101494.82495135357
1818,131703.89786063912
1819,125399.85952086396
1820,49639.23691861608
1821,112816.3690517676
1822,153207.4871066298
1823,47832.95755100552
1824,111901.1920423086
1825,129487.84684191547
1826,108237.33115219085
1827,103439.0218683074
1828,125003.48089706917
1829,122602.85713131605
1830,141200.0170894454
1831,139095.63780993078
1832,42474.77562609543
1833,126986.51444036544
1834,114688.82889251412
1835,116699.78030017496
1836,125883.00818997987
1837,78570.22730978549
1838,116099.18443514625
1839,119499.88832450684
1840,151876.8756319405
1841,122905.23806878376
1842,85335.1471908084
1843,138230.94387044964
1844,139077.49143286902
1845,143126.8275899788
1846,165136.91930500607
1847,156061.26115078406
1848,63020.02492775861
1849,100461.78095110052
1850,116758.49190242558
1851,139255.5355732849
1852,122761.38735714518
1853,119570.56793787016
1854,161817.4317567035
1855,159818.27918013532
1856,220563.44852657596
1857,121394.61179716521
1858,151596.96060942582
1859,120806.09080590881
1860,163060.38816343807
1861,120542.72872038372
1862,322783.5084984969
1863,305104.626020708
1864,305231.3662296739
1865,347069.2594724979
1866,337314.0744176093
1867,219755.8790716599
1868,283106.14171668794
1869,199765.53002285655
1870,219218.92927393722
1871,259471.42373603574
1872,169198.1986154893
1873,251997.77731033694
1874,148528.47580092892
1875,200565.09772666637
1876,206204.4890198171
1877,209635.0156244056
1878,204651.2640784476
1879,133699.96567296257
1880,130979.21080813592
1881,246973.36660760883
1882,238103.98734394036
1883,183694.49253526356
1884,202058.50906314148
1885,211398.84419113462
1886,282858.8106937835
1887,213347.34093551122
1888,266032.0761487466
1889,160578.14075982285
1890,105608.1971202565
1891,113241.32324513645
1892,102948.73799137797
1893,133956.560540695
1894,114043.31011931032
1895,127805.00991156467
1896,128917.4649070431
1897,124651.29274724373
1898,104312.57318894821
1899,169001.0263875158
1900,142520.09745076968
1901,188891.98703567628
1902,164936.75465361818
1903,212674.1353392002
1904,150464.0941545619
1905,195187.17901681637
1906,114563.79296404394
1907,187807.11015990147
1908,112411.18438632108
1909,129401.49945100628
1910,120424.91699955182
1911,217690.12398975744
1912,322455.39010246046
1913,142348.94258422623
1914,49216.29088896892
1915,322934.7434015728
1916,55476.62824235416
1917,232887.9934861871
1918,141367.6819565463
1919,165247.37922478197
1920,163037.46503921383
1921,405410.27021765825
1922,341385.22307828435
1923,234947.28294054174
1924,228149.05655203987
1925,191471.9258919268
1926,393901.5767643046
1927,133117.44098432516
1928,163084.18651780114
1929,125448.04375936763
1930,131375.2374678604
1931,148650.62435523505
1932,138783.0146183005
1933,206992.20454194708
1934,183731.27810387476
1935,165887.5061499881
1936,196309.92330163502
1937,193413.47762542716
1938,172627.85776345766
1939,263522.88009543647
1940,197449.47108004408
1941,171258.77031767706
1942,162802.68940382134
1943,228799.98135883888
1944,411106.8573782915
1945,418198.2424924847
1946,143530.44484250128
1947,177238.91436045413
1948,188798.89404029728
1949,242238.3872282178
1950,175034.33281363224
1951,213855.6008820355
1952,187776.73697118362
1953,172524.545341191
1954,179723.8222192485
1955,124278.58188455748
1956,353671.75870203815
1957,149872.75305729138
1958,257612.40993091807
1959,132012.54173956465
1960,114844.18008851644
1961,124024.59758723869
1962,94885.03084396005
1963,104450.08191030883
1964,108053.4266083309
1965,142250.88698745935
1966,144437.0830713061
1967,297123.1088618624
1968,405940.43580813357
1969,374913.4060257571
1970,415538.9023850984
1971,530941.9902722804
1972,391513.43268324615
1973,275056.6224700294
1974,341340.0808633426
1975,38198.22983642554
1976,265133.594440648
1977,368587.3184715064
1978,352256.1033461501
1979,311177.79019131494
1980,217605.41442904924
1981,334689.7236396316
1982,216466.5515716276
1983,204947.4902144095
1984,169008.93029690423
1985,226738.69015558346
1986,212994.98473955193
1987,187123.6559354762
1988,170831.5734203146
1989,181306.4502291871
1990,197579.60153252233
1991,227985.1019212236
1992,212414.79660526797
1993,162896.62581203054
1994,222142.1343691526
1995,180820.10306607734
1996,267987.0217577389
1997,306354.79045299505
1998,294808.1016517795
1999,293205.1373441466
2000,321551.88083451975
2001,294426.7231289669
2002,237740.004675937
2003,247159.26500599989
2004,271832.4527959734
2005,224503.47563876255
2006,219308.4575837037
2007,240986.1509844467
2008,237165.26247322664
2009,192977.75631804104
2010,185786.24735587867
2011,132015.0894378548
2012,170387.6633188089
2013,170768.0414879115
2014,180340.51990761457
