Id,SalePrice
1461,113771.7257432753
1462,152301.67799844572
1463,182091.8654600958
1464,204046.7043668725
1465,207961.179808778
1466,171596.4200982761
1467,185636.0552985835
1468,164272.57480882783
1469,203500.18007019974
1470,120267.87308963873
1471,188626.96220746453
1472,94335.5942193832
1473,90298.39055365606
1474,148099.58429524754
1475,111883.57245254386
1476,359306.87181081943
1477,245262.88654979062
1478,292591.6735719262
1479,299514.22448566
1480,448963.1306103883
1481,331341.361133688
1482,224255.48401740292
1483,180579.07100905376
1484,167263.97522752447
1485,188183.20367581586
1486,195337.6419922527
1487,341519.39611241425
1488,236581.0796748809
1489,191574.63287264152
1490,239096.2822811119
1491,193231.71654360677
1492,90683.31943900586
1493,198300.7842767886
1494,296695.72365376534
1495,286522.5193396509
1496,234952.58412957567
1497,182416.86875560167
1498,167748.03723830642
1499,165972.8135766501
1500,156642.36395585362
1501,164581.0272080196
1502,139942.79578428136
1503,310510.47938565275
1504,248532.51124639704
1505,226879.83646668986
1506,189430.67278306448
1507,254513.93023623122
1508,204407.0459697027
1509,159848.2712923791
1510,142949.39891598874
1511,147320.77335457204
1512,168477.21996415043
1513,148290.93019612052
1514,149276.01672114638
1515,167732.05268695403
1516,149205.89782934115
1517,175298.42105367983
1518,126777.7475024952
1519,201204.62650759483
1520,126000.81817632867
1521,126934.46825563007
1522,167967.42610028374
1523,104987.53416052231
1524,124402.59424846484
1525,118792.99773785249
1526,115236.92482204594
1527,102825.7665073267
1528,140954.9825049601
1529,152157.0836050881
1530,204982.64695219108
1531,111870.51090419077
1532,101154.92663286056
1533,147385.01484999567
1534,130611.27812068317
1535,149444.615894432
1536,115023.2723446513
1537,69639.33670101612
1538,159234.28397045354
1539,181893.9921328621
1540,93932.06279359771
1541,140193.9141039184
1542,129619.87007016529
1543,182306.11902091172
1544,90968.27579699593
1545,112455.96076518696
1546,128582.75717608475
1547,126125.10403209597
1548,135397.06601359573
1549,108498.64804621215
1550,129850.81712905619
1551,116041.243344084
1552,137138.04076278344
1553,141870.14499624592
1554,112543.83126630691
1555,148091.9918651136
1556,88500.30411968849
1557,101218.95637967928
1558,95425.72082254064
1559,78258.4005724209
1560,123274.02447047629
1561,116072.32409429947
1562,134747.30977712333
1563,118343.4744175033
1564,161332.29746611687
1565,143694.69426839577
1566,237282.1796808472
1567,81434.6471866922
1568,230292.0180780066
1569,133841.91724716735
1570,142044.26566023115
1571,118098.42554341965
1572,143798.055227599
1573,232747.4771371157
1574,124963.33597294781
1575,226502.42596601165
1576,251738.9956584638
1577,185863.34570225494
1578,146699.62599135537
1579,142055.50564962448
1580,198310.99974124032
1581,163384.24696792764
1582,129402.59144253007
